filename,idea,dataset_name,dataset_description
1-s2.0-S0020025520306484-main.pdf,本文提出了一种基于深度卷积生成对抗网络（DCGAN）的故障检测方法FaultFace，用于解决球轴承旋转轴连接件在不平衡数据条件下的故障识别问题。该方法通过将振动信号转换为二维“FacePortrait”图像表示，并利用DCGAN生成故障与正常状态的合成图像，构建平衡数据集，进而训练卷积神经网络（CNN）进行故障分类。该方法显著提升了在数据不平衡条件下的故障检测准确率，并通过结构相似性指数（SSIM）评估生成数据质量，验证了DCGAN在工业故障诊断中的有效性。,Case Western Reserve University (CWRU) Ball-Bearing Benchmark,这是一个广泛使用的工业故障检测标准数据集，用于评估旋转机械（特别是球轴承）的故障诊断方法。该数据集由美国凯斯西储大学（Case Western Reserve University）开发，包含114个振动信号数据集，其中4个为正常运行状态数据，其余为不同故障类型和故障直径的球轴承振动数据。数据采样频率分别为12 kHz（风扇端）和48 kHz（驱动端），涵盖了内圈故障、外圈故障（负载位置包括中心、对侧、正交）以及滚动体故障等多种故障类型。该数据集在工业设备故障诊断领域具有权威性，常用于验证不平衡数据下的故障分类算法。
1-s2.0-S0020025520306502-main.pdf,论文提出了一种基于深度学习的分布式集成堆叠自编码器（DE-SAE）模型，用于大规模多单元工业过程的非线性监控。该方法通过为每个操作单元建立局部自编码器模型提取局部特征，并利用互信息（MI）选择联合特征构建全局自编码器模型，从而实现局部和全局故障的同步监测。该方法不仅能有效识别局部故障和全局故障，还能提供更清晰的故障信息，辅助现场操作人员做出准确判断。,Tennessee-Eastman (TE) benchmark,Tennessee-Eastman过程是一个广泛用于过程监控研究的标准化仿真工业过程数据集。它模拟了一个实际的化工生产过程，包含多个操作单元和复杂的非线性关系。该数据集通常用于评估故障检测与诊断方法的有效性，包含多个正常和故障工况下的变量数据。论文中使用了其中的33个变量作为建模和测试变量，并设置了21种不同的故障类型进行实验验证。
1-s2.0-S0020025520306538-main.pdf,本文提出了一种基于变分自编码器（VAE）的非参数方法，用于评估两个高维样本集之间的距离，并进一步构建统计假设检验以判断它们是否来自相同分布。该方法通过训练两个 VAE 分别建模两个数据集的分布，使用对称的 Kullback-Leibler 散度衡量其生成分布之间的差异，并通过多次重拟合和排列检验构建统计显著性检验。该方法不仅提供了数值化的距离评估，还支持可视化分析，有助于理解高维数据之间的差异性和分离程度，在数据探索和分布漂移检测等任务中具有实用价值。,CIFAR-10,"CIFAR-10 是一个广泛使用的标准化图像数据集，包含 60,000 张 32x32 像素的彩色图像，分为 10 个类别（如飞机、汽车、鸟等），每个类别包含 6,000 张图像。该数据集常用于图像分类、生成模型和高维数据分析任务，是评估计算机视觉算法性能的基准数据集之一。"
1-s2.0-S0020025520306563-main.pdf,本文提出了一种基于多层邻域的贝叶斯个性化排序算法（BPRN），通过分析用户-物品相关性，将未评分物品分为邻域和非邻域集合，并结合贝叶斯个性化排序框架进行排序预测。该方法有效挖掘评分数据中的隐藏信息，提升了推荐系统的准确率，并缓解了数据稀疏性和冷启动问题。,MovieLens-100K (ML-100K),"一个广泛使用的电影评分数据集，包含943名用户对1682部电影的100,000条评分数据，评分范围为1至5分，评分矩阵密度为6.3%。该数据集常用于协同过滤和推荐系统的实验评估。"
1-s2.0-S0020025520306563-main.pdf,本文提出了一种基于多层邻域的贝叶斯个性化排序算法（BPRN），通过分析用户-物品相关性，将未评分物品分为邻域和非邻域集合，并结合贝叶斯个性化排序框架进行排序预测。该方法有效挖掘评分数据中的隐藏信息，提升了推荐系统的准确率，并缓解了数据稀疏性和冷启动问题。,MovieLens-1M (ML-1M),"一个更大规模的电影评分数据集，包含6040名用户对3706部电影的1,000,209条评分数据，评分范围也为1至5分，评分矩阵密度为4.5%。该数据集用于测试推荐系统在大规模数据下的性能。"
1-s2.0-S0020025520306563-main.pdf,本文提出了一种基于多层邻域的贝叶斯个性化排序算法（BPRN），通过分析用户-物品相关性，将未评分物品分为邻域和非邻域集合，并结合贝叶斯个性化排序框架进行排序预测。该方法有效挖掘评分数据中的隐藏信息，提升了推荐系统的准确率，并缓解了数据稀疏性和冷启动问题。,Ciao,"一个DVD产品评分数据集，包含7267名用户对11,211个DVD产品的149,147条评分数据，评分范围为1至5分，评分矩阵密度为1.8%。该数据集用于研究推荐系统在稀疏评分情况下的表现。"
1-s2.0-S0020025520306563-main.pdf,本文提出了一种基于多层邻域的贝叶斯个性化排序算法（BPRN），通过分析用户-物品相关性，将未评分物品分为邻域和非邻域集合，并结合贝叶斯个性化排序框架进行排序预测。该方法有效挖掘评分数据中的隐藏信息，提升了推荐系统的准确率，并缓解了数据稀疏性和冷启动问题。,Epinions,"一个在线产品评论数据集，包含7411名用户对8728个产品的276,116条评分数据，评分范围为1至5分，评分矩阵密度为4.3%。该数据集还包括用户之间的信任/不信任关系，适用于社交推荐系统研究。"
1-s2.0-S0020025520306563-main.pdf,本文提出了一种基于多层邻域的贝叶斯个性化排序算法（BPRN），通过分析用户-物品相关性，将未评分物品分为邻域和非邻域集合，并结合贝叶斯个性化排序框架进行排序预测。该方法有效挖掘评分数据中的隐藏信息，提升了推荐系统的准确率，并缓解了数据稀疏性和冷启动问题。,EachMovie,"一个电影推荐数据集，包含9095名用户对1566部电影的372,448条评分数据，评分范围为1分，步长为0.2。该数据集密度为2.6%，常用于早期协同过滤研究。"
1-s2.0-S0020025520306575-main.pdf,本文提出了一种用于多视角聚类的鲁棒亲和图表示学习框架。该框架包含两个关键阶段：1）从每个视角中构建鲁棒的超图拉普拉斯矩阵，采用结合超图嵌入与稀疏回归的改进特征选择方法提取显著特征；2）提出一致亲和图学习（CAGL）算法，通过融合所有视角的超图拉普拉斯矩阵，学习一个共享的潜在亲和矩阵，同时考虑聚类质量评估准则和基于Grassmann流形的一致性约束。该方法有效提升了多视角图像聚类的性能。,MIR Flickr 1M,这是一个广泛使用的网络图像数据集，包含约1百万张来自Flickr的图像，涵盖多个主题类别。论文中选取了其中10个标注完整的主题（如动物、云、花、室内、人物、建筑等），每个主题约200张图像。该数据集被用于多视角图像聚类实验，包含多种视觉特征（如HOG、LBP、HSV颜色相关图）和文本特征（TFID）。
1-s2.0-S0020025520306575-main.pdf,本文提出了一种用于多视角聚类的鲁棒亲和图表示学习框架。该框架包含两个关键阶段：1）从每个视角中构建鲁棒的超图拉普拉斯矩阵，采用结合超图嵌入与稀疏回归的改进特征选择方法提取显著特征；2）提出一致亲和图学习（CAGL）算法，通过融合所有视角的超图拉普拉斯矩阵，学习一个共享的潜在亲和矩阵，同时考虑聚类质量评估准则和基于Grassmann流形的一致性约束。该方法有效提升了多视角图像聚类的性能。,ETH-80,这是一个包含8个物体类别的图像数据集（如苹果、梨、番茄、牛、狗、马、杯子、汽车），每类包含10个物体实例，每个实例从41个不同视角拍摄。该数据集常用于多视角图像聚类和分类任务。
1-s2.0-S0020025520306575-main.pdf,本文提出了一种用于多视角聚类的鲁棒亲和图表示学习框架。该框架包含两个关键阶段：1）从每个视角中构建鲁棒的超图拉普拉斯矩阵，采用结合超图嵌入与稀疏回归的改进特征选择方法提取显著特征；2）提出一致亲和图学习（CAGL）算法，通过融合所有视角的超图拉普拉斯矩阵，学习一个共享的潜在亲和矩阵，同时考虑聚类质量评估准则和基于Grassmann流形的一致性约束。该方法有效提升了多视角图像聚类的性能。,COIL-20,哥伦比亚大学物体图像库（COIL-20）包含20个物体类别，每个类别有72张图像，分别从不同视角拍摄。该数据集用于评估多视角图像聚类方法，具有明显的视角变化。
1-s2.0-S0020025520306575-main.pdf,本文提出了一种用于多视角聚类的鲁棒亲和图表示学习框架。该框架包含两个关键阶段：1）从每个视角中构建鲁棒的超图拉普拉斯矩阵，采用结合超图嵌入与稀疏回归的改进特征选择方法提取显著特征；2）提出一致亲和图学习（CAGL）算法，通过融合所有视角的超图拉普拉斯矩阵，学习一个共享的潜在亲和矩阵，同时考虑聚类质量评估准则和基于Grassmann流形的一致性约束。该方法有效提升了多视角图像聚类的性能。,Honda/UCSD,该数据集包含20个不同人的59段人脸视频，每段视频包含12至645帧不等，包含大量头部姿态和面部表情变化。所有图像经过直方图均衡化处理以消除光照影响，常用于视频人脸聚类和识别任务。
1-s2.0-S0020025520306575-main.pdf,本文提出了一种用于多视角聚类的鲁棒亲和图表示学习框架。该框架包含两个关键阶段：1）从每个视角中构建鲁棒的超图拉普拉斯矩阵，采用结合超图嵌入与稀疏回归的改进特征选择方法提取显著特征；2）提出一致亲和图学习（CAGL）算法，通过融合所有视角的超图拉普拉斯矩阵，学习一个共享的潜在亲和矩阵，同时考虑聚类质量评估准则和基于Grassmann流形的一致性约束。该方法有效提升了多视角图像聚类的性能。,CMU Mobo,该数据集最初用于步态识别，包含24个不同人的96段视频，每人包含4种行走状态（慢走、快走、上坡走、抱球走），每段视频约300帧。论文中提取了LBP特征用于表示图像，适用于多视角图像聚类任务。
1-s2.0-S0020025520306587-main.pdf,本文提出了一种新的密度聚类方法——极端聚类（Extreme Clustering），通过识别密度极值点作为簇中心，解决了密度峰值聚类（Peak Clustering）在低密度簇中心识别困难和误将正常点识别为噪声的问题。该方法引入了基于簇大小的噪声检测机制，提升了算法在不同密度分布数据上的鲁棒性。实验表明，极端聚类在多个标准数据集上均优于Peak Clustering及其他主流聚类算法，并在实际雾霾源检测任务中展现了应用价值。,Olivetti,Olivetti数据集是一个人脸图像数据集，包含来自10个人的400张灰度图像（每人40张），图像尺寸为64×64像素。该数据集常用于人脸识别和聚类分析任务，具有一定的挑战性，因为图像在光照、角度和表情上存在变化。
1-s2.0-S0020025520306587-main.pdf,本文提出了一种新的密度聚类方法——极端聚类（Extreme Clustering），通过识别密度极值点作为簇中心，解决了密度峰值聚类（Peak Clustering）在低密度簇中心识别困难和误将正常点识别为噪声的问题。该方法引入了基于簇大小的噪声检测机制，提升了算法在不同密度分布数据上的鲁棒性。实验表明，极端聚类在多个标准数据集上均优于Peak Clustering及其他主流聚类算法，并在实际雾霾源检测任务中展现了应用价值。,Aggregation,Aggregation数据集是一个二维人工合成数据集，包含7个簇，共计788个数据点。该数据集的簇具有不规则形状和不同密度，广泛用于评估聚类算法在复杂结构上的表现。
1-s2.0-S0020025520306587-main.pdf,本文提出了一种新的密度聚类方法——极端聚类（Extreme Clustering），通过识别密度极值点作为簇中心，解决了密度峰值聚类（Peak Clustering）在低密度簇中心识别困难和误将正常点识别为噪声的问题。该方法引入了基于簇大小的噪声检测机制，提升了算法在不同密度分布数据上的鲁棒性。实验表明，极端聚类在多个标准数据集上均优于Peak Clustering及其他主流聚类算法，并在实际雾霾源检测任务中展现了应用价值。,S1,S1数据集是一个二维人工合成数据集，包含15个球形分布的簇，共计5000个数据点。该数据集用于评估聚类算法在高重叠度和高簇数情况下的性能。
1-s2.0-S0020025520306587-main.pdf,本文提出了一种新的密度聚类方法——极端聚类（Extreme Clustering），通过识别密度极值点作为簇中心，解决了密度峰值聚类（Peak Clustering）在低密度簇中心识别困难和误将正常点识别为噪声的问题。该方法引入了基于簇大小的噪声检测机制，提升了算法在不同密度分布数据上的鲁棒性。实验表明，极端聚类在多个标准数据集上均优于Peak Clustering及其他主流聚类算法，并在实际雾霾源检测任务中展现了应用价值。,Flame,Flame数据集是一个二维人工合成数据集，包含两个具有凹形结构的簇，共计240个数据点。该数据集用于测试聚类算法对非球形簇的识别能力。
1-s2.0-S0020025520306587-main.pdf,本文提出了一种新的密度聚类方法——极端聚类（Extreme Clustering），通过识别密度极值点作为簇中心，解决了密度峰值聚类（Peak Clustering）在低密度簇中心识别困难和误将正常点识别为噪声的问题。该方法引入了基于簇大小的噪声检测机制，提升了算法在不同密度分布数据上的鲁棒性。实验表明，极端聚类在多个标准数据集上均优于Peak Clustering及其他主流聚类算法，并在实际雾霾源检测任务中展现了应用价值。,Spiral,Spiral数据集是一个二维人工合成数据集，包含3个螺旋形状的簇，共计312个数据点。该数据集用于评估聚类算法在高度非线性结构上的表现。
1-s2.0-S0020025520306587-main.pdf,本文提出了一种新的密度聚类方法——极端聚类（Extreme Clustering），通过识别密度极值点作为簇中心，解决了密度峰值聚类（Peak Clustering）在低密度簇中心识别困难和误将正常点识别为噪声的问题。该方法引入了基于簇大小的噪声检测机制，提升了算法在不同密度分布数据上的鲁棒性。实验表明，极端聚类在多个标准数据集上均优于Peak Clustering及其他主流聚类算法，并在实际雾霾源检测任务中展现了应用价值。,Cancer,Cancer数据集（也称为乳腺癌威斯康星数据集）是一个真实世界分类数据集，包含569个样本，分为两类（恶性与良性），每个样本有30个特征。该数据集常用于医学分类和聚类任务。
1-s2.0-S0020025520306587-main.pdf,本文提出了一种新的密度聚类方法——极端聚类（Extreme Clustering），通过识别密度极值点作为簇中心，解决了密度峰值聚类（Peak Clustering）在低密度簇中心识别困难和误将正常点识别为噪声的问题。该方法引入了基于簇大小的噪声检测机制，提升了算法在不同密度分布数据上的鲁棒性。实验表明，极端聚类在多个标准数据集上均优于Peak Clustering及其他主流聚类算法，并在实际雾霾源检测任务中展现了应用价值。,A-sets,A-sets是一组人工合成的二维数据集（A1、A2、A3），每个数据集包含20个簇，簇的分布从均匀逐渐变为紧凑，用于评估聚类算法在不同簇紧密程度下的表现。
1-s2.0-S0020025520306587-main.pdf,本文提出了一种新的密度聚类方法——极端聚类（Extreme Clustering），通过识别密度极值点作为簇中心，解决了密度峰值聚类（Peak Clustering）在低密度簇中心识别困难和误将正常点识别为噪声的问题。该方法引入了基于簇大小的噪声检测机制，提升了算法在不同密度分布数据上的鲁棒性。实验表明，极端聚类在多个标准数据集上均优于Peak Clustering及其他主流聚类算法，并在实际雾霾源检测任务中展现了应用价值。,S-sets,S-sets是一组人工合成的二维数据集（S1、S2、S3、S4），每个数据集包含15个簇，簇之间的重叠程度逐渐增加，用于测试聚类算法在高重叠度下的鲁棒性。
1-s2.0-S0020025520305995-main.pdf,论文提出了一种基于多局部3D卷积神经网络与残差网络的区域预测模型LMST3D-ResNet，用于智慧城市中的区域电力使用和交通流量预测。该模型通过构建3D卷积和残差连接机制，有效提取局部区域的时空相关性，并融合趋势、周期和近期时间依赖关系以及外部因素，显著提升了预测精度。该方法在MLElectricity和BJTaxi两个真实数据集上验证了其优越性能。,MLElectricity,"该数据集包含米兰地区从2013年12月1日至2013年12月30日的571,392条电力使用记录。城市被划分为8×16个区域，每个时间间隔为10分钟。该数据集主要用于城市区域电力使用预测任务，仅包含流入数据，不包含流出数据。外部因素包括温度、天气状况和节假日信息。"
1-s2.0-S0020025520305995-main.pdf,论文提出了一种基于多局部3D卷积神经网络与残差网络的区域预测模型LMST3D-ResNet，用于智慧城市中的区域电力使用和交通流量预测。该模型通过构建3D卷积和残差连接机制，有效提取局部区域的时空相关性，并融合趋势、周期和近期时间依赖关系以及外部因素，显著提升了预测精度。该方法在MLElectricity和BJTaxi两个真实数据集上验证了其优越性能。,BJTaxi,该数据集由北京市的出租车流量数据组成，包含四个时间段：2013年7月1日至2013年10月30日、2014年3月1日至2014年6月30日、2015年3月1日至2015年6月30日、2015年11月1日至2016年4月10日。北京市被划分为32×32个区域，每个时间间隔为30分钟。该数据集用于预测区域内的车辆流入和流出情况，并考虑了外部模块因素，如天气和节假日。
1-s2.0-S0020025520306435-main.pdf,论文提出了一种基于回调感知的分层嵌入方法Callback2Vec，用于Android应用的代码表示学习。该方法通过区分普通API和回调函数，并在不同层级进行嵌入处理，能够有效捕捉事件驱动的回调上下文语义。其创新点包括：1）提出细粒度的回调序列生成算法，模拟应用运行时行为；2）构建分层嵌入模型，结合回调序列和回调内部代码令牌的语义信息；3）通过大规模公开数据集验证该方法在恶意模式识别、恶意分类和聚类等下游任务中的有效性，显著优于现有方法。,AMD (Android Malware Dataset),"这是一个广泛使用的标准化Android恶意软件数据集，包含了超过8,900个恶意APK文件，被学术界广泛用于Android恶意软件检测研究。该数据集按照恶意行为分类为42个类别和101个子类别，并提供了每个子类别的功能描述，用于支持恶意模式识别、分类和聚类等下游任务。"
1-s2.0-S0020025520306435-main.pdf,论文提出了一种基于回调感知的分层嵌入方法Callback2Vec，用于Android应用的代码表示学习。该方法通过区分普通API和回调函数，并在不同层级进行嵌入处理，能够有效捕捉事件驱动的回调上下文语义。其创新点包括：1）提出细粒度的回调序列生成算法，模拟应用运行时行为；2）构建分层嵌入模型，结合回调序列和回调内部代码令牌的语义信息；3）通过大规模公开数据集验证该方法在恶意模式识别、恶意分类和聚类等下游任务中的有效性，显著优于现有方法。,F-Droid,"F-Droid是一个知名的开源Android应用仓库，被用于提供大量良性的开源Android应用程序。论文中使用了来自F-Droid的3,100个APK作为良性样本，与AMD数据集结合进行恶意检测实验。该数据集被学术界广泛认可，常用于移动应用安全分析研究。"
1-s2.0-S0020025520306435-main.pdf,论文提出了一种基于回调感知的分层嵌入方法Callback2Vec，用于Android应用的代码表示学习。该方法通过区分普通API和回调函数，并在不同层级进行嵌入处理，能够有效捕捉事件驱动的回调上下文语义。其创新点包括：1）提出细粒度的回调序列生成算法，模拟应用运行时行为；2）构建分层嵌入模型，结合回调序列和回调内部代码令牌的语义信息；3）通过大规模公开数据集验证该方法在恶意模式识别、恶意分类和聚类等下游任务中的有效性，显著优于现有方法。,Fossdroid,"Fossdroid是另一个提供开源Android应用程序的平台，与F-Droid类似，也被用于提供良性样本。在论文中，它与F-Droid一起构成了实验中的良性应用数据集，总计3,100个应用。"
1-s2.0-S0020025520306332-main.pdf,本文提出了一种高效的分层代理辅助差分进化算法（EHSDE），用于解决高维昂贵优化问题。EHSDE采用分层代理框架，首先通过全局代理模型筛选出最优个体，同时根据欧氏距离筛选出最不确定个体以增强探索能力；随后在局部搜索阶段构建两个局部代理模型，分别基于最有前景的样本点和当前最优解周围的样本点，以加速收敛。该方法在CEC 2005基准函数和实际油藏优化问题上均表现出优于现有先进算法的性能，尤其在高维情况下具有良好的收敛性和稳定性。,CEC 2005 benchmark functions,CEC 2005基准函数集是一个广泛用于评估优化算法性能的标准测试集，包含多个具有不同特性的高维数值优化问题。该基准集包括单峰函数（如Ellipsoid）、多峰函数（如Rosenbrock、Ackley、Griewank）以及高度复杂的混合函数（如Shifted Rotated Rastrigin、Rotated Hybrid Composition Functions）。函数维度覆盖20D、30D、50D和100D，适合测试算法在高维昂贵优化问题上的收敛性和稳定性。
1-s2.0-S0020025520306642-main.pdf,DeepEmLAN 提出了一种基于深度注意力模型的属性网络嵌入方法，能够同时保留网络的拓扑结构、多类型属性（如文本和标签）以及节点间的语义关系。通过设计多目标损失函数和启发式组合策略，将不同信息源融合到统一的语义空间中，提升了节点分类和网络重建任务的性能。,Cora,Cora 是一个学术论文引用网络数据集，包含 2708 篇机器学习领域的论文，共 5429 条引用关系。每篇论文由一个 1433 维的二值词向量表示，表示论文中是否包含特定关键词。该数据集广泛用于节点分类、链接预测和图嵌入任务。
1-s2.0-S0020025520306642-main.pdf,DeepEmLAN 提出了一种基于深度注意力模型的属性网络嵌入方法，能够同时保留网络的拓扑结构、多类型属性（如文本和标签）以及节点间的语义关系。通过设计多目标损失函数和启发式组合策略，将不同信息源融合到统一的语义空间中，提升了节点分类和网络重建任务的性能。,Citeseer,Citeseer 是一个学术文献引用网络数据集，包含 3312 篇计算机科学和信息科学领域的论文，共 4732 条引用链接。每篇论文由一个 3703 维的二值词向量表示，表示从论文标题和摘要中提取的关键词存在情况。该数据集常用于图嵌入、节点分类和网络表示学习任务。
1-s2.0-S0020025520306642-main.pdf,DeepEmLAN 提出了一种基于深度注意力模型的属性网络嵌入方法，能够同时保留网络的拓扑结构、多类型属性（如文本和标签）以及节点间的语义关系。通过设计多目标损失函数和启发式组合策略，将不同信息源融合到统一的语义空间中，提升了节点分类和网络重建任务的性能。,Wiki,Wiki 是一个从维基百科爬取的知识图谱数据集，包含 2405 篇百科条目，共 17981 条页面间链接。每篇文章由一个 4973 维的二值词向量表示，表示文本中关键词的存在情况。该数据集用于图嵌入、节点分类和网络重建任务。
1-s2.0-S0020025520306708-main.pdf,论文提出了一种基于YOLOv3目标检测和混沌图像加密的新型图像加密方法Cy，用于在社交媒体平台上实现用户指定区域（ROI）的图像数据保护。该方法结合了深度学习的自动区域检测能力和混沌系统的加密优势，支持对图像中特定区域进行高效加密与解密，提升了加密选择性和实时性，适用于在线社交平台中的隐私保护场景。,COCO,COCO（Common Objects in Context）是一个广泛使用的计算机视觉数据集，包含超过33万张图像，涵盖80个对象类别，常用于目标检测、语义分割和图像生成任务。该数据集提供了详细的对象边界框和像素级标注信息，适用于评估图像处理算法的性能。
1-s2.0-S0020025520306708-main.pdf,论文提出了一种基于YOLOv3目标检测和混沌图像加密的新型图像加密方法Cy，用于在社交媒体平台上实现用户指定区域（ROI）的图像数据保护。该方法结合了深度学习的自动区域检测能力和混沌系统的加密优势，支持对图像中特定区域进行高效加密与解密，提升了加密选择性和实时性，适用于在线社交平台中的隐私保护场景。,flickr8k,"flickr8k 是一个常用的图像描述生成任务数据集，包含8,000张从Flickr网站收集的图像，每张图像配有多个由人工标注的描述语句。该数据集广泛用于图像理解、图像描述生成和多模态学习任务。"
1-s2.0-S0020025520306733-main.pdf,论文提出了一种基于动态链接表和自适应学习机制的改进型 Growing Neural Gas 算法（GNG-L），用于实时监测和追踪非平稳环境下的数据流漂移与奇异点。该方法通过自适应学习系数、神经节点删除机制和生成机制，实现了对数据流拓扑结构的高效建模与动态更新，具有良好的适应性和拓扑保持能力，适用于实时非平稳数据流的聚类与监控。,ImageNet,ImageNet 是一个大规模图像识别数据集，包含超过1400万张图像，涵盖超过2万多个类别。该数据集广泛用于图像分类、目标检测和深度学习模型的基准测试。
1-s2.0-S0020025520306733-main.pdf,论文提出了一种基于动态链接表和自适应学习机制的改进型 Growing Neural Gas 算法（GNG-L），用于实时监测和追踪非平稳环境下的数据流漂移与奇异点。该方法通过自适应学习系数、神经节点删除机制和生成机制，实现了对数据流拓扑结构的高效建模与动态更新，具有良好的适应性和拓扑保持能力，适用于实时非平稳数据流的聚类与监控。,COCO,COCO（Common Objects in Context）是一个用于目标检测、语义分割和图像字幕生成的大规模数据集，包含超过33万张图像，标注了80个常见物体类别，并提供了边界框和像素级标注。
1-s2.0-S0020025520306733-main.pdf,论文提出了一种基于动态链接表和自适应学习机制的改进型 Growing Neural Gas 算法（GNG-L），用于实时监测和追踪非平稳环境下的数据流漂移与奇异点。该方法通过自适应学习系数、神经节点删除机制和生成机制，实现了对数据流拓扑结构的高效建模与动态更新，具有良好的适应性和拓扑保持能力，适用于实时非平稳数据流的聚类与监控。,MNIST,MNIST 是一个手写数字图像数据集，包含7万张28x28灰度图像，广泛用于图像分类和机器学习算法的基准测试。
1-s2.0-S0020025520306733-main.pdf,论文提出了一种基于动态链接表和自适应学习机制的改进型 Growing Neural Gas 算法（GNG-L），用于实时监测和追踪非平稳环境下的数据流漂移与奇异点。该方法通过自适应学习系数、神经节点删除机制和生成机制，实现了对数据流拓扑结构的高效建模与动态更新，具有良好的适应性和拓扑保持能力，适用于实时非平稳数据流的聚类与监控。,CIFAR-10,CIFAR-10 是一个包含6万张32x32彩色图像的小规模图像数据集，图像分为10个类别，常用于图像分类和卷积神经网络的训练与测试。
1-s2.0-S0020025520306770-main.pdf,本文提出了一种层次化负采样方法（HNS），通过建模节点的潜在社区结构来改进网络表示学习中的负样本选择。HNS 不依赖于节点频率或手动设定邻居等级，而是利用分层狄利克雷过程（HDP）自动发现节点之间的潜在社区结构，并基于反转的社区-节点分布选择更合适的负样本，从而提升节点分类任务的性能。该方法在多个真实世界网络数据集上表现出优于现有负采样方法的效果，具有良好的鲁棒性和自动适应能力。,Cora,Cora 是一个典型的引文网络数据集，包含 2211 篇机器学习领域的论文，分为 7 个类别，包含 5214 条引文关系。该数据集广泛用于图表示学习、节点分类和链接预测任务，是网络表示学习领域最常用的标准数据集之一。
1-s2.0-S0020025520306770-main.pdf,本文提出了一种层次化负采样方法（HNS），通过建模节点的潜在社区结构来改进网络表示学习中的负样本选择。HNS 不依赖于节点频率或手动设定邻居等级，而是利用分层狄利克雷过程（HDP）自动发现节点之间的潜在社区结构，并基于反转的社区-节点分布选择更合适的负样本，从而提升节点分类任务的性能。该方法在多个真实世界网络数据集上表现出优于现有负采样方法的效果，具有良好的鲁棒性和自动适应能力。,DBLP,DBLP 是一个计算机科学领域的文献数据集，由多个研究领域的会议论文组成。在本文中，DBLP 数据集包含 17725 篇论文和 52914 条引文链接，涵盖数据库、数据挖掘、人工智能和计算机视觉四个领域，常用于评估节点分类和社区检测算法。
1-s2.0-S0020025520306770-main.pdf,本文提出了一种层次化负采样方法（HNS），通过建模节点的潜在社区结构来改进网络表示学习中的负样本选择。HNS 不依赖于节点频率或手动设定邻居等级，而是利用分层狄利克雷过程（HDP）自动发现节点之间的潜在社区结构，并基于反转的社区-节点分布选择更合适的负样本，从而提升节点分类任务的性能。该方法在多个真实世界网络数据集上表现出优于现有负采样方法的效果，具有良好的鲁棒性和自动适应能力。,Wiki,Wiki 是一个语言网络数据集，包含 2405 个维基网页，分为 17 个类别，拥有 17981 条链接。该数据集最初由 LBC 项目发布，广泛用于节点分类任务，是评估网络表示学习方法的重要基准数据集。
1-s2.0-S0020025520306782-main.pdf,本文提出了一种基于自指导学习的云资源管理工作负载预测模型（SDWF），通过计算最近预测的误差趋势来改进未来预测的准确性。该模型改进了基于黑洞现象的启发式优化算法，用于神经网络权重的训练，提升了预测精度。实验表明，该方法在多个真实世界数据集上的均方预测误差相比现有方法最高降低了99.99%。,NASA Kennedy Space Center HTTP Web Logs,该数据集包含来自NASA肯尼迪航天中心WWW服务器的HTTP请求日志，记录了两个月的请求数据，每个记录包含主机名、时间戳、请求内容、HTTP回复代码和字节数等信息。由于计算资源限制，实验中仅使用了一个月的数据。
1-s2.0-S0020025520306782-main.pdf,本文提出了一种基于自指导学习的云资源管理工作负载预测模型（SDWF），通过计算最近预测的误差趋势来改进未来预测的准确性。该模型改进了基于黑洞现象的启发式优化算法，用于神经网络权重的训练，提升了预测精度。实验表明，该方法在多个真实世界数据集上的均方预测误差相比现有方法最高降低了99.99%。,University of Calgary HTTP Web Logs,该数据集由加拿大卡尔加里大学计算机科学系WWW服务器一年的HTTP请求日志组成，记录了详细的Web访问行为，用于评估服务器负载预测模型在长时间跨度下的性能。
1-s2.0-S0020025520306782-main.pdf,本文提出了一种基于自指导学习的云资源管理工作负载预测模型（SDWF），通过计算最近预测的误差趋势来改进未来预测的准确性。该模型改进了基于黑洞现象的启发式优化算法，用于神经网络权重的训练，提升了预测精度。实验表明，该方法在多个真实世界数据集上的均方预测误差相比现有方法最高降低了99.99%。,University of Saskatchewan HTTP Web Logs,该数据集包含加拿大萨斯喀彻温大学WWW服务器七个月的HTTP请求日志，与卡尔加里数据集类似，用于分析Web服务器请求模式并验证预测模型的有效性。
1-s2.0-S0020025520306782-main.pdf,本文提出了一种基于自指导学习的云资源管理工作负载预测模型（SDWF），通过计算最近预测的误差趋势来改进未来预测的准确性。该模型改进了基于黑洞现象的启发式优化算法，用于神经网络权重的训练，提升了预测精度。实验表明，该方法在多个真实世界数据集上的均方预测误差相比现有方法最高降低了99.99%。,Google Cluster Traces (CPU),"该数据集由Google于2011年发布，包含来自其集群单元29天的CPU资源请求数据，涵盖了超过10,000台机器、670,000个任务和2000万个任务，是评估云资源管理算法的重要基准数据集。"
1-s2.0-S0020025520306782-main.pdf,本文提出了一种基于自指导学习的云资源管理工作负载预测模型（SDWF），通过计算最近预测的误差趋势来改进未来预测的准确性。该模型改进了基于黑洞现象的启发式优化算法，用于神经网络权重的训练，提升了预测精度。实验表明，该方法在多个真实世界数据集上的均方预测误差相比现有方法最高降低了99.99%。,Google Cluster Traces (Memory),该数据集与Google CPU请求数据集配套，记录了Google集群中内存资源的使用情况，用于评估内存需求预测模型的性能。
